ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_1993,value_1994,value_1995,value_1996,value_1997,value_1998,value_1999,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,value_2021,latest_value,footnotes,nature
151,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,204,Benin,4,11,Western Africa,Country,2.339933594,9.65401646,BEN,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.9068,0.9066,0.90642,0.90605,0.9058,0.90563,0.90541,0.90508,0.90502,0.90498,0.90499,0.90494,0.90508,0.90518,0.90523,0.90534,0.90538,0.90539,0.90544,0.90544,0.90544,0.90541,0.90539,0.90541,0.90542,0.90539,0.90535,0.90539,0.9054,0.9054,,E: Estimated data
152,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,60,Bermuda,4,21,Northern America,Country,-64.78155012,32.27881922,BMU,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.63989,0.63984,0.63918,0.63749,0.63652,0.63466,0.63191,0.63043,0.62778,0.6269,0.62591,0.62533,0.62577,0.62551,0.62584,0.62571,0.62543,0.62506,0.62357,0.62243,0.62078,0.61935,0.61724,0.61726,0.61565,0.614,0.6137,0.61127,0.61034,0.61034,,E: Estimated data
153,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,64,Bhutan,5,127,Southern Asia (excluding India),Country,90.45098484,27.39598568,BTN,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.80535,0.80521,0.80469,0.80445,0.80378,0.80321,0.8027,0.80217,0.80179,0.80145,0.80118,0.80108,0.80103,0.80092,0.80087,0.80074,0.80079,0.80076,0.80035,0.80012,0.80007,0.79968,0.79937,0.79926,0.79906,0.79854,0.79845,0.79805,0.79785,0.79785,,E: Estimated data
154,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,64,Bhutan,5,127,Southern Asia (excluding India),Country,90.45098484,27.39598568,BTN,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.80535,0.80521,0.80469,0.80445,0.80378,0.80321,0.8027,0.80217,0.80179,0.80145,0.80118,0.80108,0.80103,0.80092,0.80087,0.80074,0.80079,0.80076,0.80035,0.80012,0.80007,0.79968,0.79937,0.79926,0.79906,0.79854,0.79845,0.79805,0.79785,0.79785,,E: Estimated data
155,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,68,Bolivia (Plurinational State of),4,5,South America,Country,-64.66224284,-16.71273412,BOL,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.88956,0.88928,0.88911,0.88881,0.88863,0.88836,0.88809,0.88778,0.88749,0.88718,0.88684,0.88647,0.88621,0.88605,0.88565,0.88516,0.88476,0.8842,0.88376,0.88334,0.88301,0.88272,0.8824,0.8824,0.88207,0.88184,0.88166,0.88154,0.88113,0.88113,,E: Estimated data
156,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,70,Bosnia and Herzegovina,5,39,Southern Europe,Country,17.78584332,44.16845548,BIH,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.90098,0.90075,0.90057,0.90027,0.89992,0.8997,0.89959,0.89941,0.89931,0.89921,0.89917,0.89917,0.8992,0.89922,0.89927,0.89931,0.89935,0.89938,0.89941,0.89946,0.89949,0.89951,0.89954,0.89958,0.89962,0.89966,0.8997,0.89973,0.89975,0.89975,,E: Estimated data
157,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,72,Botswana,4,18,Southern Africa,Country,23.81380223,-22.18810073,BWA,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.97717,0.97713,0.97713,0.97713,0.97714,0.97715,0.97715,0.97714,0.97711,0.97707,0.97704,0.97699,0.97694,0.97686,0.97676,0.97667,0.97645,0.97622,0.97599,0.97577,0.97574,0.9757,0.97569,0.97568,0.97567,0.97567,0.97567,0.97568,0.97568,0.97568,,E: Estimated data
158,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,76,Brazil,4,5,South America,Country,-53.08432878,-10.77668561,BRA,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.91415,0.91402,0.91381,0.9135,0.91312,0.91269,0.91226,0.91165,0.911,0.91046,0.9099,0.90941,0.90889,0.90841,0.90761,0.90692,0.90594,0.90491,0.90383,0.903,0.90235,0.90177,0.90093,0.90061,0.90015,0.89971,0.89907,0.89872,0.89828,0.89828,,E: Estimated data
159,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,86,British Indian Ocean Territory,4,14,Eastern Africa,Country,72.38715553,-7.299281071,IOT,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.90917,0.90894,0.90745,0.90533,0.90142,0.89685,0.89112,0.8851,0.8801,0.87585,0.87054,0.86595,0.86131,0.85727,0.85379,0.85032,0.84576,0.84076,0.83687,0.83187,0.82668,0.82047,0.81638,0.81096,0.80601,0.8036,0.79657,0.79162,0.78657,0.78657,,E: Estimated data
160,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,92,British Virgin Islands,4,29,Caribbean,Country,-64.63294223,18.42256578,VGB,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.78958,0.78958,0.78912,0.78834,0.78754,0.78605,0.78456,0.78362,0.7823,0.7812,0.78001,0.77879,0.77807,0.77697,0.77615,0.77506,0.7739,0.77306,0.77189,0.77048,0.76969,0.76814,0.76715,0.76586,0.76482,0.76352,0.76197,0.7608,0.75987,0.75987,,E: Estimated data
161,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,96,Brunei Darussalam,4,35,South-Eastern Asia,Country,114.6288563,4.49736984,BRN,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.87912,0.87731,0.87551,0.87285,0.87064,0.86813,0.86583,0.86379,0.86226,0.86106,0.86072,0.86021,0.85987,0.85955,0.85922,0.85881,0.85835,0.85833,0.85768,0.85747,0.85728,0.85685,0.85647,0.85609,0.8555,0.85535,0.85518,0.85472,0.85456,0.85456,,E: Estimated data
162,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,100,Bulgaria,5,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.93913,0.93902,0.93872,0.93821,0.9375,0.93709,0.93667,0.9364,0.93613,0.93586,0.9356,0.93558,0.93557,0.93556,0.93556,0.93556,0.93555,0.93555,0.93555,0.93555,0.93555,0.93554,0.93554,0.93553,0.93552,0.93552,0.93551,0.93551,0.93551,0.93551,,E: Estimated data
163,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,854,Burkina Faso,4,11,Western Africa,Country,-1.742843829,12.27491081,BFA,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.98949,0.98935,0.98929,0.98919,0.98907,0.98897,0.98887,0.98875,0.98864,0.98855,0.98844,0.98831,0.98819,0.98807,0.98787,0.98775,0.98752,0.98726,0.98702,0.98693,0.98687,0.98682,0.98678,0.98676,0.98674,0.9867,0.98668,0.98666,0.98661,0.98661,,E: Estimated data
164,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,108,Burundi,4,14,Eastern Africa,Country,29.89080992,-3.366387428,BDI,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.89161,0.89158,0.89157,0.89151,0.8915,0.89148,0.89148,0.89144,0.89143,0.89142,0.89142,0.89141,0.89141,0.89139,0.89137,0.89135,0.89132,0.8913,0.89128,0.89127,0.89125,0.89124,0.89122,0.89121,0.89121,0.89119,0.89119,0.89118,0.89117,0.89117,,E: Estimated data
165,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,132,Cabo Verde,4,11,Western Africa,Country,-23.63544151,15.07791834,CPV,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.89903,0.89874,0.8986,0.89834,0.89816,0.89792,0.8979,0.89754,0.89764,0.89814,0.89848,0.89911,0.89986,0.90059,0.90101,0.90179,0.90239,0.90334,0.90354,0.9037,0.90395,0.90421,0.90428,0.90458,0.90469,0.90499,0.90513,0.90523,0.90539,0.90539,,E: Estimated data
166,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.85085,0.85028,0.84915,0.84711,0.84516,0.84259,0.83957,0.83731,0.83425,0.83189,0.82972,0.82696,0.82422,0.82192,0.81941,0.8174,0.81445,0.81219,0.80958,0.80747,0.80392,0.8011,0.79873,0.79513,0.79307,0.79033,0.78751,0.78455,0.78221,0.78221,,E: Estimated data
167,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,120,Cameroon,4,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.8418,0.84154,0.84109,0.84093,0.84068,0.84049,0.8403,0.84006,0.83988,0.83979,0.83981,0.83976,0.83963,0.83959,0.83946,0.83923,0.83931,0.8391,0.83905,0.839,0.83884,0.83882,0.83881,0.83862,0.83856,0.83862,0.83851,0.83845,0.83852,0.83852,,E: Estimated data
168,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,124,Canada,4,21,Northern America,Country,-101.6575058,57.72360191,CAN,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.97093,0.97066,0.97042,0.97016,0.96991,0.96965,0.96935,0.96911,0.96884,0.9686,0.96836,0.96813,0.96781,0.96746,0.96716,0.96682,0.96661,0.96629,0.96608,0.96585,0.96555,0.96527,0.96504,0.96474,0.96454,0.96435,0.96415,0.96386,0.96375,0.96375,,E: Estimated data
169,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,136,Cayman Islands,4,29,Caribbean,Country,-81.16740559,19.32266656,CYM,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.84726,0.8471,0.84665,0.84597,0.84503,0.84378,0.84283,0.84137,0.84015,0.83903,0.83801,0.83717,0.83611,0.83489,0.83409,0.83323,0.83189,0.83102,0.82978,0.8286,0.82778,0.82637,0.82552,0.82412,0.82286,0.822,0.82083,0.82005,0.81846,0.81846,,E: Estimated data
170,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,140,Central African Republic,4,17,Middle Africa,Country,20.93559492,7.003720791,CAF,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.9372,0.93719,0.93703,0.93682,0.93669,0.93654,0.93644,0.93629,0.93625,0.93613,0.93616,0.93609,0.93617,0.93613,0.93619,0.93621,0.9362,0.93615,0.93611,0.93597,0.93587,0.93584,0.93581,0.93579,0.93583,0.93572,0.93566,0.93569,0.93568,0.93568,,E: Estimated data
171,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,148,Chad,4,17,Middle Africa,Country,18.66618401,15.36279341,TCD,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.92226,0.92201,0.92177,0.92152,0.92133,0.92102,0.92071,0.92039,0.92011,0.91978,0.91942,0.91906,0.91864,0.91822,0.91788,0.91743,0.91701,0.91658,0.91619,0.91585,0.91547,0.91521,0.91485,0.91462,0.91438,0.91419,0.91392,0.91374,0.91355,0.91355,,E: Estimated data
172,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,152,Chile,4,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.85061,0.84972,0.84823,0.84615,0.84397,0.84067,0.837,0.83342,0.82973,0.82637,0.82272,0.81951,0.8164,0.81231,0.80947,0.80571,0.80188,0.79893,0.79617,0.79224,0.78896,0.78542,0.78151,0.7779,0.77415,0.77012,0.76743,0.76335,0.75961,0.75961,,E: Estimated data
173,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,156,China,4,30,Eastern Asia,Country,104.1403375,32.30955217,CHN,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.81883,0.81785,0.81667,0.81467,0.81241,0.8095,0.80645,0.80327,0.80018,0.79614,0.79355,0.78993,0.78638,0.78323,0.77977,0.7764,0.7727,0.76953,0.76637,0.76302,0.76046,0.75537,0.75203,0.74857,0.74595,0.74242,0.7391,0.73461,0.7312,0.7312,,E: Estimated data
174,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,344,"China, Hong Kong Special Administrative Region",4,30,Eastern Asia,Country,114.0266445,22.41749934,HKG,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.84468,0.84454,0.84439,0.84435,0.84411,0.84397,0.84381,0.84367,0.84353,0.84339,0.84325,0.84311,0.84291,0.84273,0.8426,0.84245,0.84234,0.84222,0.84207,0.84194,0.8418,0.84163,0.84147,0.84138,0.84115,0.84103,0.84089,0.84078,0.84064,0.84064,,E: Estimated data
175,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,446,"China, Macao Special Administrative Region",4,30,Eastern Asia,Country,113.5665388,22.1237259,MAC,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.93156,0.93124,0.93105,0.93082,0.93048,0.93019,0.92986,0.92956,0.92926,0.92897,0.92871,0.92807,0.92745,0.92661,0.92591,0.9253,0.92499,0.92464,0.92429,0.92396,0.92366,0.92332,0.92304,0.92278,0.92257,0.92224,0.922,0.92175,0.92155,0.92155,,E: Estimated data
